ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,DATE,VALIDON,VALIDTO,AREA_SQKM
Gida Ayana,ET040203,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1604.460815
Haro Limu,ET040204,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1171.579468
Boneya Boshe,ET040205,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,474.1996155
Wayu Tuka,ET040206,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,403.0059509
Bila Seyo,ET040207,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,670.0706787
Gobu Seyo,ET040208,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,341.2419434
Sibu Sire,ET040209,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1047.631104
Diga,ET040210,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,564.3095093
Sasiga,ET040211,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,783.2981567
Leka Dulecha,ET040212,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,616.8587646
Guto Gida,ET040213,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,941.6738892
Jimma Arjo,ET040214,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,764.3718872
Nunu Kumba,ET040215,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,604.4435425
Wama Hagalo,ET040216,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,620.6688232
Kiremu,ET040217,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1060.150146
Nekemte town,ET040297,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,58.25611496
Darimu,ET040301,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1377.171509
Alge Sachi,ET040302,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,873.0830688
Yayu,ET040309,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,911.9360352
Metu Zuria,ET040310,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,750.4145508
Ale,ET040311,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,562.560791
Bure (OR),ET040312,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1088.878296
Sale Nono,ET040313,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1708.372314
Becho (Ilu Aba Bora),ET040314,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,585.2400513
Bilo Nopha,ET040315,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,395.7711792
Hurumu,ET040316,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,443.7503967
Didu,ET040317,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,610.7937012
Halu /Huka,ET040319,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,376.5993958
Metu town,ET040320,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,16.21805382
Dorani,ET040324,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,422.4692993
Limu Seka,ET040401,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1677.074341
Limu Kosa,ET040402,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1315.348877
Sekoru,ET040403,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,923.7327271
Tiro Afeta,ET040404,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,743.739563
Kersa (Jimma),ET040405,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,970.2362671
Mena (Jimma),ET040406,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,494.4104004
Goma,ET040407,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,863.8069458
Gera,ET040408,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1402.746582
Seka Chekorsa,ET040409,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,824.3354492
Dedo,ET040410,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,784.8231201
Omo Nada,ET040411,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,781.4140015
Sigmo,ET040412,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,890.956604
Setema,ET040413,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1031.943604
Shebe Sambo,ET040414,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,812.8071899
Chora (Jimma),ET040415,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,834.7233887
Gumay,ET040416,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,407.4624634
Agaro town,ET040417,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,8.176466942
Jimma town,ET040418,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,91.5929718
Mancho,ET040490,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,757.529541
Omo Beyam,ET040491,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,799.6981812
Botor Tolay,ET040495,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,958.0100098
Nono Benja,ET040499,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,828.6390991
Illu Galan,ET040500,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,423.8215637
Ginde Beret,ET040501,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1287.162354
Jeldu,ET040502,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,749.0071411
Ambo Zuria,ET040503,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,935.5961914
Mida Kegn,ET040504,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,910.6831055
Cheliya,ET040505,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,389.1926575
Bako Tibe,ET040506,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,639.1080322
Dano,ET040507,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,659.8241577
Nono,ET040508,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,693.5358887
Tikur Enchini,ET040509,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,437.5611572
Dendi,ET040510,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,734.519104
Ejere /Addis Alem,ET040511,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,581.3972778
Adda Berga,ET040513,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,945.5767822
Meta Robi,ET040514,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,452.9083862
Ambo town,ET040515,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,40.19369125
Abuna Ginde Beret,ET040516,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1119.540039
Toke Kutaye,ET040517,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,550.1617432
Jibat,ET040518,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,483.3812866
Ifata,ET040519,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,445.3493042
Ejersa Lafo,ET040590,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,343.3944702
Cobi,ET040592,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,563.9104004
Meta Walkite,ET040594,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,506.3229065
Liban Jawi,ET040597,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,317.7316589
Wara Jarso,ET040601,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1175.172241
Dera (OR),ET040602,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1539.384399
Hidabu Abote,ET040603,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,508.3841248
Kuyu,ET040604,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,942.5869751
Degem,ET040605,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,642.5814209
Gerar Jarso,ET040606,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,473.1504822
Debre Libanos,ET040607,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,283.1590576
Wuchale,ET040608,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,893.8166504
Abichugna Gne'a,ET040609,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,676.4819336
Kimbibit,ET040610,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,634.414917
Fiche town,ET040613,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,13.32252502
Yaya Gulele,ET040614,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,340.8268738
Jida,ET040615,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,487.3811951
Aleltu,ET040617,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,492.5808411
Fentale,ET040701,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1463.525269
Boset,ET040702,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1332.08252
Adama,ET040703,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,821.9807739
Lome (OR),ET040704,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,701.5580444
Gimbichu,ET040705,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,664.7501831
Ada'a,ET040706,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,759.4168091
Dugda,ET040707,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,999.1879272
Adama Tulu Jido Kombolcha,ET040708,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1517.019531
Bishoftu town,ET040709,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,177.8109131
Bora (OR),ET040710,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,494.453064
Liben Chukala,ET040711,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,704.1704102
Adama town,ET040714,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,109.6087265
Mojo Town,ET040797,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,41.67595673
Metehara town,ET040799,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,5.696293831
Merti,ET040801,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,872.1929321
Aseko,ET040802,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,542.2662964
Golocha,ET040803,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1111.356323
Jeju,ET040804,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,806.3475952
Dodota,ET040805,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,516.7723999
Ziway Dugda,ET040806,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1012.083313
Hitosa,ET040807,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,690.7931519
Sude,ET040808,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1168.113892
Chole,ET040809,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,585.1439209
Amigna,ET040810,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1288.208008
Seru,ET040811,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1763.7146
Robe,ET040812,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1339.30542
Tena,ET040813,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,448.7601318
Shirka,ET040814,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1167.520874
Degeluna Tijo,ET040815,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,925.7387085
Tiyo,ET040816,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,605.0079956
Munessa,ET040817,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1083.334106
Limu Bilbilo,ET040818,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1180.765991
Guna,ET040819,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,469.9891968
Sire,ET040820,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,528.5598755
Lude Hitosa,ET040821,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,541.7393188
Diksis,ET040822,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,398.8625488
Bele Gesgar,ET040823,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,638.4855347
Inkolo Wabe,ET040824,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,318.0825806
Asela town,ET040825,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,16.99248314
Shanan Kolu,ET040893,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,587.117981
Bekoji town,ET040894,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,4.405847549
Mieso,ET040901,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1512.663696
Doba,ET040902,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,616.7617798
Tulo (OR),ET040903,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,429.7409973
Mesela,ET040904,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,653.9581909
Chiro town,ET040905,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,5.90282011
Anchar,ET040906,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,756.5880127
Goba Koricha,ET040907,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,405.4635315
Habro,ET040908,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,743.130188
Daro Lebu,ET040909,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1326.385132
Boke,ET040910,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1034.329834
Kuni /Oda Bultum,ET040911,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1373.563965
Gemechis,ET040912,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1041.314575
Chiro Zuria,ET040913,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,688.4779663
Bedesa,ET040914,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.019941807
Hawi Gudina,ET040915,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3081.823486
Gumbi Bordede,ET040991,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1383.245605
Burqua Dhintu,ET040998,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2462.92041
Babile town,ET041000,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.39484024
Kombolcha,ET041001,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,299.7203369
Jarso (East Hararghe),ET041002,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,576.9035645
Gursum (OR),ET041003,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,907.5558472
Babile (OR),ET041004,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,4879.355957
Fedis,ET041005,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,700.2168579
Haro Maya,ET041006,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,509.1506348
Kurfa Chele,ET041007,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,243.0174255
Kersa (East Hararge),ET041008,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,477.5415649
Meta,ET041009,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,462.1460266
Goro Gutu,ET041010,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,533.9484863
Deder,ET041011,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,643.2913208
Melka Balo,ET041012,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1390.509888
Bedeno,ET041013,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,820.6194458
Midhaga Tola,ET041014,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1550.616699
Chinaksen,ET041015,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1558.514648
Girawa,ET041016,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1107.493042
Golo Oda,ET041017,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2047.936401
Meyu Muleke,ET041018,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2654.810791
Haromaya town,ET041019,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,5.631131649
Goro Muti,ET041089,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,217.0863037
Deder town,ET041097,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.017983675
Kumbi,ET041098,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3281.173096
Aweday town,ET041099,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,59.1244278
Agarfa,ET041104,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1222.491943
Gasera,ET041106,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1129.355591
Sinana,ET041109,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1033.270508
Goba (OR),ET041110,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1468.725098
Harena Buluk,ET041111,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1924.888428
Mena (Bale),ET041112,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,4891.429688
Meda Welabu,ET041113,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,8777.054688
Berbere,ET041114,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1569.15564
Gura Damole,ET041115,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,5138.521484
Goro (Bale),ET041116,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1515.095459
Robe Town,ET041119,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,54.93512344
Goba town,ET041120,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,42.80178833
Dinsho,ET041122,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,650.1010742
Yabelo,ET041207,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2661.269531
